customer_id,bureau_agency,refresh_cycle,bureau_score,score_delta_vs_previous,total_tradelines,secured_tradelines,unsecured_tradelines,total_outstanding,recent_enquiries_3m,max_dpd_12m,number_of_defaults,credit_utilisation_pct,new_accounts_opened_3m,bureau_pull_date,load_date
2000056,CRIF Highmark,H2-2023,706,-35.0,11,6,2,4691146.24,8,0,0,11.0,1,2024-10-29,2024-12-31
2000056,CIBIL TransUnion,H1-2024,706,-35.0,7,7,4,18693818.72,3,90,0,10.39,1,2023-01-30,2024-12-31
2000056,CRIF Highmark,H2-2024,756,15.0,4,2,6,9038362.04,3,0,2,97.09,4,2023-10-22,2024-12-31
2000057,Experian,H1-2023,766,,15,2,6,5943446.86,6,0,0,42.15,0,2023-12-12,2024-12-31
2000057,CRIF Highmark,H2-2023,776,35.0,9,3,2,10489338.66,3,0,0,49.58,1,2024-03-18,2024-12-31
2000057,Experian,H1-2024,738,-3.0,4,5,4,7894233.55,1,0,0,82.53,2,2024-05-01,2024-12-31
2000057,Equifax,H2-2024,780,39.0,9,7,0,7629859.35,8,1,0,5.33,3,2024-10-29,2024-12-31
2000058,Equifax,H1-2023,589,,15,0,7,7415566.8,6,0,0,17.44,1,2024-07-01,2024-12-31
2000058,Equifax,H2-2023,589,30.0,2,0,1,19936169.75,5,0,0,69.46,4,2024-01-14,2024-12-31
2000058,CRIF Highmark,H1-2024,572,13.0,1,3,5,8530074.61,2,60,0,2.5,2,2023-11-27,2024-12-31
2000058,CRIF Highmark,H2-2024,566,7.0,9,1,7,11832183.05,6,0,0,34.53,2,2024-11-07,2024-12-31
2000059,CRIF Highmark,H1-2023,499,,5,7,0,13042635.49,3,0,2,40.19,0,2024-09-26,2024-12-31
2000059,Equifax,H2-2023,452,-35.0,3,4,4,12746840.51,6,0,2,30.4,0,2024-03-12,2024-12-31
2000059,Equifax,H1-2024,510,23.0,10,7,4,10606983.27,5,30,0,56.45,0,2023-09-29,2024-12-31
2000059,Experian,H2-2024,511,24.0,13,1,2,18130658.08,1,30,0,12.2,4,2024-01-17,2024-12-31
2000060,CRIF Highmark,H1-2023,661,,2,8,7,11577491.4,6,0,0,86.85,2,2023-01-24,2024-12-31
2000060,CIBIL TransUnion,H2-2023,709,12.0,12,8,2,6206400.17,2,1,0,88.64,4,2023-07-30,2024-12-31
2000060,CIBIL TransUnion,H1-2024,659,-38.0,8,2,2,14328986.8,3,1,1,67.61,4,2024-09-02,2024-12-31
2000060,Equifax,H2-2024,664,-33.0,13,5,3,3242134.52,7,1,0,35.67,0,2023-08-04,2024-12-31
2000061,CIBIL TransUnion,H1-2023,900,,15,8,1,15494432.25,6,0,1,47.29,3,2024-11-29,2024-12-31
2000061,CIBIL TransUnion,H2-2023,891,0.0,6,3,4,15191100.48,7,0,0,29.09,0,2023-02-26,2024-12-31
2000061,Equifax,H1-2024,864,-27.0,10,8,4,6798092.63,5,0,2,41.48,1,2023-06-29,2024-12-31
2000061,CRIF Highmark,H2-2024,859,-32.0,10,1,4,13837237.8,0,0,0,38.49,1,2023-12-20,2024-12-31
2000062,CIBIL TransUnion,H1-2023,704,,7,1,7,297108.43,2,1,0,17.88,1,2023-02-26,2024-12-31
2000062,Equifax,H2-2023,661,-23.0,6,5,4,8690021.42,7,0,0,14.25,2,2024-06-16,2024-12-31
2000062,Equifax,H1-2024,671,-13.0,2,7,5,17862335.22,2,0,0,39.36,1,2024-10-18,2024-12-31
2000062,Equifax,H2-2024,696,12.0,5,6,5,18507033.11,5,0,0,47.23,1,2023-10-19,2024-12-31
2000063,Experian,H1-2023,457,,9,2,3,10909033.36,2,0,0,25.27,3,2023-07-22,2024-12-31
2000063,CRIF Highmark,H2-2023,501,21.0,12,8,2,10547584.22,4,60,2,15.34,2,2024-09-18,2024-12-31
2000063,Experian,H1-2024,475,-5.0,8,3,5,11362388.23,1,90,0,34.98,4,2023-01-02,2024-12-31
2000063,Equifax,H2-2024,504,24.0,10,4,7,8519989.2,6,1,0,54.36,1,2023-09-26,2024-12-31
2000064,CRIF Highmark,H1-2023,585,,4,5,2,3630344.59,6,60,0,92.81,1,2024-05-20,2024-12-31
2000064,Experian,H2-2023,561,6.0,7,1,4,4070814.87,6,90,0,37.09,3,2024-03-08,2024-12-31
2000064,Experian,H1-2024,580,25.0,5,0,1,12065884.0,4,1,0,16.99,1,2024-08-19,2024-12-31
2000064,Equifax,H2-2024,556,1.0,8,0,3,5136607.23,8,90,0,71.26,0,2024-08-24,2024-12-31
2000065,CRIF Highmark,H1-2023,689,,12,4,2,11063377.52,8,0,0,25.12,2,2024-09-26,2024-12-31
2000065,Equifax,H2-2023,699,-7.0,10,8,6,9656846.26,2,1,0,10.97,3,2023-03-10,2024-12-31
2000065,CRIF Highmark,H1-2024,732,26.0,3,0,0,1446242.93,2,0,0,53.83,1,2024-12-05,2024-12-31
2000065,CIBIL TransUnion,H2-2024,745,39.0,10,4,4,7618951.61,7,0,2,36.63,2,2024-02-18,2024-12-31
2000066,Experian,H1-2023,740,,15,2,4,9850959.79,4,0,0,20.48,4,2024-10-07,2024-12-31
2000066,Equifax,H2-2023,785,14.0,6,0,6,9982757.39,6,0,0,40.54,0,2023-04-11,2024-12-31
2000066,CRIF Highmark,H1-2024,789,18.0,7,6,3,12456927.91,1,0,0,63.71,4,2024-12-09,2024-12-31
2000066,Experian,H2-2024,800,29.0,12,7,3,11348277.68,2,0,0,48.05,0,2023-07-14,2024-12-31
2000067,Equifax,H1-2023,787,,13,5,0,19676407.47,7,0,0,82.49,2,2023-07-14,2024-12-31
2000067,Experian,H2-2023,849,27.0,14,7,3,11680498.72,0,60,0,65.94,3,2024-12-11,2024-12-31
2000067,CIBIL TransUnion,H1-2024,822,0.0,11,0,6,2096981.93,3,0,0,60.55,3,2024-08-16,2024-12-31
2000067,Equifax,H2-2024,815,-7.0,8,1,0,9450476.74,2,30,1,35.89,2,2023-11-25,2024-12-31
2000068,CIBIL TransUnion,H1-2023,362,,8,2,5,14216190.91,5,0,0,49.33,4,2024-09-09,2024-12-31
2000068,Experian,H2-2023,370,-17.0,2,4,7,7608189.9,2,0,0,57.03,4,2023-07-11,2024-12-31
2000068,Experian,H1-2024,382,-5.0,9,0,3,17818434.85,0,90,0,96.63,2,2024-03-12,2024-12-31
2000068,CRIF Highmark,H2-2024,362,-25.0,6,2,6,19363731.13,5,0,0,63.16,3,2024-10-17,2024-12-31
2000069,Equifax,H1-2023,697,,9,8,2,10934364.52,8,0,0,45.42,1,2024-03-25,2024-12-31
2000069,Equifax,H2-2023,646,-26.0,13,0,1,6219416.92,3,60,1,53.94,4,2023-01-16,2024-12-31
2000069,CRIF Highmark,H1-2024,678,6.0,10,1,6,4119948.04,2,1,1,16.48,4,2023-04-05,2024-12-31
2000069,CRIF Highmark,H2-2024,641,-31.0,3,4,3,10633623.01,1,0,0,71.17,1,2024-06-24,2024-12-31
2000070,Equifax,H1-2023,889,,1,3,0,7756213.64,6,0,0,34.16,3,2023-12-14,2024-12-31
2000070,Equifax,H2-2023,851,-28.0,12,2,3,10514558.52,1,0,0,40.26,3,2023-09-05,2024-12-31
2000070,Experian,H1-2024,856,-23.0,6,8,1,17273676.46,0,30,0,15.03,3,2024-12-28,2024-12-31
2000070,Equifax,H2-2024,900,23.0,6,0,5,16143785.16,5,0,0,25.31,4,2024-07-18,2024-12-31
2000071,CRIF Highmark,H1-2023,894,,15,4,2,2829303.45,5,1,0,56.45,1,2024-05-18,2024-12-31
2000071,Equifax,H2-2023,900,20.0,15,1,3,121634.1,3,1,2,15.2,4,2024-04-28,2024-12-31
2000071,CIBIL TransUnion,H1-2024,866,-19.0,12,4,0,15550491.69,2,0,0,53.95,2,2024-02-12,2024-12-31
2000071,Equifax,H2-2024,876,-9.0,6,0,6,13007020.78,6,60,0,62.53,2,2023-10-18,2024-12-31
2000072,CRIF Highmark,H1-2023,589,,10,1,3,15395548.89,7,90,0,46.99,0,2023-05-04,2024-12-31
2000072,Experian,H2-2023,613,-11.0,14,7,2,17479474.73,5,60,1,16.42,2,2024-04-16,2024-12-31
2000072,Experian,H1-2024,655,31.0,3,1,6,10563330.4,4,0,2,32.58,1,2023-02-23,2024-12-31
2000072,Experian,H2-2024,596,-28.0,4,2,0,7308604.19,3,90,0,69.85,4,2023-10-14,2024-12-31
2000073,Experian,H1-2023,596,,12,0,7,2233452.97,7,30,0,98.71,4,2023-04-01,2024-12-31
2000073,CIBIL TransUnion,H2-2023,598,-33.0,7,4,6,849755.78,2,30,0,53.76,0,2024-11-22,2024-12-31
2000073,Experian,H1-2024,669,38.0,8,2,6,7056929.57,7,0,1,36.34,4,2023-09-13,2024-12-31
2000073,CRIF Highmark,H2-2024,613,-18.0,7,7,3,4124353.83,0,0,0,18.98,0,2024-07-18,2024-12-31
2000074,Equifax,H1-2023,660,,13,1,1,1609569.55,0,90,0,37.68,1,2023-04-29,2024-12-31
2000074,Equifax,H2-2023,678,15.0,10,4,2,385770.05,2,0,0,51.03,1,2023-07-11,2024-12-31
2000074,Experian,H1-2024,664,1.0,5,4,5,19856366.99,1,0,0,55.3,0,2023-12-25,2024-12-31
2000074,CRIF Highmark,H2-2024,665,2.0,8,1,2,18582332.73,1,0,0,30.7,2,2023-04-27,2024-12-31
2000075,CIBIL TransUnion,H1-2023,858,,15,5,4,6040662.07,3,60,0,53.48,0,2024-05-15,2024-12-31
2000075,Experian,H2-2023,871,29.0,2,5,2,4767213.8,3,1,0,86.5,1,2024-02-27,2024-12-31
2000075,Equifax,H1-2024,877,35.0,2,1,3,3733361.5,0,0,0,76.28,3,2023-09-26,2024-12-31
2000075,Equifax,H2-2024,869,27.0,9,0,4,10474125.92,7,0,0,94.06,1,2024-02-22,2024-12-31
2000076,Experian,H1-2023,735,,10,0,1,5979384.59,7,0,0,84.44,4,2023-03-22,2024-12-31
2000076,Equifax,H2-2023,678,-23.0,8,3,7,12705302.32,2,0,0,45.94,1,2023-08-05,2024-12-31
2000076,CIBIL TransUnion,H1-2024,726,25.0,7,6,5,2501468.12,6,1,0,74.72,2,2023-07-27,2024-12-31
2000076,Experian,H2-2024,698,-3.0,6,3,5,7969611.34,0,0,0,8.16,1,2023-10-09,2024-12-31
2000077,Equifax,H1-2023,553,,8,4,0,5896209.31,4,0,0,8.32,0,2024-11-06,2024-12-31
2000077,Experian,H2-2023,578,25.0,8,0,7,19692872.4,8,0,2,66.25,4,2024-02-24,2024-12-31
2000077,CRIF Highmark,H1-2024,559,6.0,8,3,5,16898768.16,4,90,2,54.71,0,2023-05-01,2024-12-31
2000077,Equifax,H2-2024,530,-23.0,12,3,0,6840651.61,3,0,1,11.01,2,2024-12-30,2024-12-31
2000078,CRIF Highmark,H1-2023,900,,4,6,0,15895135.15,0,1,0,28.57,2,2024-12-28,2024-12-31
2000078,CRIF Highmark,H2-2023,847,-30.0,15,1,4,11391164.4,5,0,1,74.85,0,2023-12-04,2024-12-31
2000078,Experian,H1-2024,866,-11.0,9,6,0,2089862.97,0,0,0,18.75,2,2023-07-25,2024-12-31
2000078,Equifax,H2-2024,872,-5.0,14,8,7,7118074.81,7,60,0,85.71,2,2024-10-15,2024-12-31
2000079,CRIF Highmark,H1-2023,847,,4,2,2,16125319.5,0,0,0,28.93,3,2024-04-08,2024-12-31
2000079,CIBIL TransUnion,H2-2023,881,21.0,8,3,2,2514848.09,6,0,0,7.95,0,2024-06-11,2024-12-31
2000079,Experian,H1-2024,881,21.0,14,4,7,19716971.14,7,0,0,31.46,3,2024-09-08,2024-12-31
2000079,Equifax,H2-2024,886,26.0,4,6,2,687189.86,7,60,0,90.43,0,2023-09-20,2024-12-31
2000080,Experian,H1-2023,728,,1,8,1,11132913.56,7,0,1,76.83,3,2023-03-03,2024-12-31
2000080,Equifax,H2-2023,734,-11.0,7,3,1,9060960.04,0,0,0,49.07,4,2024-03-10,2024-12-31
2000080,CRIF Highmark,H1-2024,733,-12.0,10,6,1,14466298.14,8,0,0,10.18,3,2023-09-30,2024-12-31
2000080,Experian,H2-2024,747,2.0,9,8,3,2637641.3,1,1,1,0.02,4,2023-05-30,2024-12-31
2000081,CIBIL TransUnion,H1-2023,745,,7,4,3,559561.14,5,90,0,7.8,0,2024-06-09,2024-12-31
2000081,CIBIL TransUnion,H2-2023,723,-31.0,3,1,0,6989060.05,2,0,0,7.03,0,2023-11-11,2024-12-31
2000081,CRIF Highmark,H1-2024,750,-4.0,11,7,5,16716982.99,5,1,0,69.63,3,2023-12-11,2024-12-31
2000081,Equifax,H2-2024,747,-7.0,6,2,1,16748168.85,0,0,1,88.84,2,2023-10-30,2024-12-31
2000082,CRIF Highmark,H1-2023,838,,4,4,7,1260918.6,3,0,0,80.3,3,2024-11-06,2024-12-31
2000082,CIBIL TransUnion,H2-2023,808,-37.0,15,0,4,16366891.1,5,0,2,69.58,3,2023-03-31,2024-12-31
2000082,CIBIL TransUnion,H1-2024,882,37.0,3,4,2,18328165.48,4,0,0,52.57,2,2023-05-10,2024-12-31
2000082,Experian,H2-2024,839,-6.0,15,5,0,15860423.34,8,0,1,97.02,2,2024-07-11,2024-12-31
2000083,Experian,H1-2023,547,,10,6,3,1641059.45,5,0,2,61.74,1,2023-10-13,2024-12-31
2000083,Experian,H2-2023,562,19.0,15,7,2,6388999.79,7,0,0,23.26,2,2024-01-07,2024-12-31
2000083,CIBIL TransUnion,H1-2024,551,8.0,11,0,0,7734653.24,4,0,0,47.38,4,2024-04-25,2024-12-31
2000083,Experian,H2-2024,559,16.0,7,2,5,12845303.53,7,0,0,91.73,3,2024-05-28,2024-12-31
2000084,Equifax,H1-2023,567,,9,1,2,17893154.67,5,90,2,22.72,3,2023-06-25,2024-12-31
2000084,Experian,H2-2023,582,-5.0,1,0,2,19163109.61,6,1,0,34.49,4,2023-01-07,2024-12-31
2000084,CIBIL TransUnion,H1-2024,610,23.0,8,7,1,10413562.44,1,0,0,70.85,1,2023-06-01,2024-12-31
2000084,Experian,H2-2024,605,18.0,6,6,2,19346828.06,5,0,0,98.19,1,2023-09-26,2024-12-31
2000085,CRIF Highmark,H1-2023,867,,8,0,7,4584421.44,3,1,0,9.18,1,2024-06-07,2024-12-31
2000085,CIBIL TransUnion,H2-2023,800,-29.0,1,1,0,16240169.12,3,30,0,64.15,0,2024-01-06,2024-12-31
2000085,CIBIL TransUnion,H1-2024,807,-22.0,7,3,5,9907405.55,4,0,0,25.3,4,2024-07-30,2024-12-31
2000085,Experian,H2-2024,792,-37.0,15,1,7,16684908.54,7,0,0,85.89,3,2023-05-14,2024-12-31
2000086,CRIF Highmark,H1-2023,725,,7,4,3,11453443.78,1,0,0,23.17,3,2023-11-30,2024-12-31
2000086,Experian,H2-2023,723,-25.0,14,8,7,157672.28,4,0,0,60.73,4,2024-07-31,2024-12-31
2000086,CRIF Highmark,H1-2024,771,23.0,3,6,1,12167840.88,6,60,1,74.15,0,2024-02-14,2024-12-31
2000086,CRIF Highmark,H2-2024,775,27.0,12,7,5,5299294.88,1,0,0,79.13,3,2023-06-21,2024-12-31
2000087,CRIF Highmark,H1-2023,480,,11,4,4,12496982.28,1,0,0,79.93,0,2023-07-03,2024-12-31
2000087,CRIF Highmark,H2-2023,461,16.0,13,3,0,11801788.93,0,0,1,62.93,2,2024-05-14,2024-12-31
2000087,CIBIL TransUnion,H1-2024,433,-12.0,5,5,2,3755338.77,1,0,0,66.25,3,2023-11-18,2024-12-31
2000087,Equifax,H2-2024,466,21.0,7,7,6,7592590.2,4,0,1,53.48,3,2024-02-06,2024-12-31
2000088,Equifax,H1-2023,633,,14,0,7,724143.16,3,0,0,6.29,2,2023-06-16,2024-12-31
2000088,CIBIL TransUnion,H2-2023,606,-31.0,3,0,0,19460317.34,1,0,0,86.0,1,2024-01-25,2024-12-31
2000088,Experian,H1-2024,608,-29.0,6,3,5,10252157.26,2,0,0,34.12,4,2024-08-15,2024-12-31
2000088,CIBIL TransUnion,H2-2024,623,-14.0,11,3,5,18438902.61,2,30,0,18.39,2,2024-03-26,2024-12-31
2000089,Experian,H1-2023,846,,2,7,7,1158362.05,5,60,0,99.71,1,2024-11-26,2024-12-31
2000089,CRIF Highmark,H2-2023,895,14.0,13,7,1,16956431.41,0,0,2,66.16,1,2023-01-10,2024-12-31
2000089,CRIF Highmark,H1-2024,900,31.0,10,5,2,17340367.38,5,0,0,62.16,2,2024-01-14,2024-12-31
2000089,Experian,H2-2024,887,6.0,6,3,4,8333516.87,5,0,2,66.13,0,2024-08-28,2024-12-31
2000090,Experian,H1-2023,646,,4,6,1,4755210.5,7,0,0,25.74,4,2023-03-26,2024-12-31
2000090,Equifax,H2-2023,624,-22.0,13,3,6,10676211.17,8,90,0,26.78,1,2023-07-17,2024-12-31
2000090,CIBIL TransUnion,H1-2024,620,-26.0,5,5,3,11536594.73,2,1,0,97.15,3,2024-05-04,2024-12-31
2000090,Experian,H2-2024,613,-33.0,10,5,4,119903.0,3,0,0,62.25,2,2023-04-04,2024-12-31
2000091,Equifax,H1-2023,829,,12,4,3,1046951.37,3,0,0,42.32,2,2023-03-31,2024-12-31
2000091,CIBIL TransUnion,H2-2023,815,-22.0,3,1,4,1153064.89,6,0,0,91.74,0,2023-10-27,2024-12-31
2000091,CIBIL TransUnion,H1-2024,870,33.0,8,8,2,6105909.23,3,0,1,91.27,0,2024-03-11,2024-12-31
2000091,CIBIL TransUnion,H2-2024,822,-15.0,3,5,3,18325676.38,6,30,2,14.95,2,2023-02-27,2024-12-31
2000092,Experian,H1-2023,448,,12,8,3,16548234.27,6,90,0,48.93,4,2024-01-05,2024-12-31
2000092,CRIF Highmark,H2-2023,428,-11.0,7,7,7,12610967.82,4,0,0,70.3,2,2023-10-10,2024-12-31
2000092,Equifax,H1-2024,461,22.0,7,0,0,414632.48,3,1,0,18.09,0,2023-11-11,2024-12-31
2000092,CIBIL TransUnion,H2-2024,479,40.0,10,8,1,14629232.59,2,0,0,53.55,2,2023-07-12,2024-12-31
2000093,Experian,H1-2023,773,,12,3,5,95847.24,2,30,0,72.29,1,2023-07-26,2024-12-31
2000093,Experian,H2-2023,787,30.0,15,7,1,5094716.31,6,30,0,7.99,4,2024-06-23,2024-12-31
2000093,CRIF Highmark,H1-2024,748,-9.0,5,8,7,10414502.13,8,1,0,75.63,1,2024-06-02,2024-12-31
2000093,Experian,H2-2024,725,-32.0,10,4,6,7354862.24,7,60,1,3.43,1,2023-10-07,2024-12-31
2000094,CIBIL TransUnion,H1-2023,713,,3,4,6,11318250.0,0,0,0,38.13,4,2023-03-31,2024-12-31
2000094,CRIF Highmark,H2-2023,693,15.0,5,0,1,9739893.42,8,0,1,69.98,0,2024-12-28,2024-12-31
2000094,CIBIL TransUnion,H1-2024,666,-12.0,11,2,7,13795787.23,8,60,1,16.09,0,2024-03-12,2024-12-31
2000094,CIBIL TransUnion,H2-2024,694,16.0,5,6,7,12531105.11,0,90,1,13.28,3,2024-09-03,2024-12-31
2000095,Experian,H1-2023,625,,12,2,1,5596241.94,7,1,1,99.67,1,2024-12-11,2024-12-31
2000095,Equifax,H2-2023,680,25.0,14,3,6,3904354.1,2,60,0,16.71,0,2024-05-08,2024-12-31
2000095,Equifax,H1-2024,622,-33.0,15,0,7,18962929.6,7,1,0,48.29,4,2024-10-20,2024-12-31
2000095,Equifax,H2-2024,690,35.0,2,2,6,5341541.79,8,60,0,45.2,2,2023-08-30,2024-12-31
2000096,CRIF Highmark,H1-2023,779,,13,8,6,8290733.91,0,0,0,69.68,0,2024-07-10,2024-12-31
2000096,Equifax,H2-2023,773,-28.0,8,6,2,2709637.76,1,0,1,45.36,0,2023-04-16,2024-12-31
2000096,Equifax,H1-2024,834,33.0,3,6,6,6959789.27,3,0,1,86.43,1,2024-09-26,2024-12-31
2000096,Equifax,H2-2024,802,1.0,5,7,5,7100208.54,6,0,0,32.8,2,2023-06-11,2024-12-31
2000097,CRIF Highmark,H1-2023,795,,14,1,5,13019586.1,1,0,0,100.0,0,2023-01-17,2024-12-31
2000097,Equifax,H2-2023,744,-32.0,9,4,5,8605918.18,8,1,0,40.37,3,2023-04-29,2024-12-31
2000097,Equifax,H1-2024,745,-31.0,7,4,0,6337497.76,7,0,0,69.42,2,2023-07-13,2024-12-31
2000097,CRIF Highmark,H2-2024,804,28.0,15,1,1,19288661.4,3,0,1,5.16,0,2023-06-27,2024-12-31
2000098,CRIF Highmark,H1-2023,685,,9,1,3,8557202.31,1,0,0,67.49,0,2024-11-16,2024-12-31
2000098,CRIF Highmark,H2-2023,710,-9.0,4,8,7,13826686.46,4,1,1,78.6,1,2023-11-02,2024-12-31
2000098,Experian,H1-2024,709,-10.0,5,0,5,728706.82,4,0,0,79.08,0,2024-07-09,2024-12-31
2000098,CIBIL TransUnion,H2-2024,688,-31.0,4,7,7,13636705.13,2,90,2,62.71,0,2024-04-04,2024-12-31
2000099,Experian,H1-2023,713,,3,6,5,5055788.39,8,0,1,10.68,1,2023-03-06,2024-12-31
2000099,Experian,H2-2023,695,-26.0,11,3,4,19115311.81,7,0,0,17.93,3,2023-09-11,2024-12-31
2000099,CRIF Highmark,H1-2024,703,-18.0,6,3,4,10260029.65,5,0,0,32.57,2,2024-09-24,2024-12-31
2000099,CRIF Highmark,H2-2024,744,23.0,11,6,3,3180996.31,3,0,0,85.88,1,2024-08-07,2024-12-31
2000100,Equifax,H1-2023,461,,11,2,2,5613024.13,1,60,0,97.32,1,2024-09-03,2024-12-31
2000100,CRIF Highmark,H2-2023,457,14.0,8,5,3,8254993.4,2,60,1,14.17,3,2023-08-22,2024-12-31
2000100,CIBIL TransUnion,H1-2024,445,2.0,1,7,0,2988347.6,7,60,0,84.58,0,2024-12-17,2024-12-31
2000100,CRIF Highmark,H2-2024,463,20.0,1,2,1,5253937.61,4,30,1,84.29,0,2024-10-26,2024-12-31
2000101,Experian,H1-2023,563,,4,4,7,15288126.41,3,0,0,33.33,3,2023-11-29,2024-12-31
2000101,Experian,H2-2023,565,-4.0,2,7,0,18939858.29,7,30,0,38.66,3,2023-01-18,2024-12-31
2000101,CRIF Highmark,H1-2024,579,10.0,9,7,2,15601723.87,6,0,0,17.11,1,2024-10-24,2024-12-31
2000101,CIBIL TransUnion,H2-2024,608,39.0,1,5,4,4414710.56,6,30,0,69.11,0,2023-10-03,2024-12-31
2000102,Equifax,H1-2023,495,,14,2,2,17345780.46,4,0,1,79.58,3,2024-03-21,2024-12-31
2000102,CIBIL TransUnion,H2-2023,542,13.0,13,6,4,898229.32,6,0,0,52.69,3,2024-02-21,2024-12-31
2000102,CIBIL TransUnion,H1-2024,514,-15.0,1,3,3,2077689.5,7,0,0,50.42,3,2024-04-08,2024-12-31
2000102,CRIF Highmark,H2-2024,538,9.0,8,5,3,19537694.47,3,1,0,14.44,3,2024-06-06,2024-12-31
2000103,Equifax,H1-2023,758,,3,6,4,10502826.82,3,0,0,68.75,3,2023-05-08,2024-12-31
2000103,Experian,H2-2023,726,-26.0,10,5,5,5435330.16,4,0,0,65.82,0,2024-02-16,2024-12-31
2000103,Equifax,H1-2024,735,-17.0,6,8,0,15758983.61,8,60,0,75.77,4,2024-02-15,2024-12-31
2000103,CRIF Highmark,H2-2024,788,36.0,8,2,7,15334488.48,6,0,0,7.68,1,2023-12-29,2024-12-31
2000104,Equifax,H1-2023,665,,9,3,5,2667921.23,8,0,0,82.3,4,2024-03-19,2024-12-31
2000104,CIBIL TransUnion,H2-2023,662,-16.0,9,0,0,11455473.38,6,0,0,92.3,3,2023-12-22,2024-12-31
2000104,Experian,H1-2024,717,39.0,8,3,5,1008388.86,0,60,0,1.12,0,2024-12-08,2024-12-31
2000104,Equifax,H2-2024,714,36.0,9,7,3,145934.84,2,30,0,87.18,4,2024-09-24,2024-12-31
2000105,Experian,H1-2023,521,,5,8,2,3040463.06,4,0,0,99.63,0,2023-11-23,2024-12-31
2000105,Equifax,H2-2023,512,-29.0,15,2,5,5681091.63,5,1,0,9.34,4,2024-02-24,2024-12-31
2000105,CIBIL TransUnion,H1-2024,578,37.0,3,1,3,10446609.77,8,0,1,63.43,0,2024-12-13,2024-12-31
2000105,Experian,H2-2024,570,29.0,10,4,7,15601376.04,2,1,2,10.01,4,2024-11-22,2024-12-31
2000106,Equifax,H1-2023,752,,3,4,0,10454443.82,2,0,0,61.11,0,2024-03-10,2024-12-31
2000106,Equifax,H2-2023,790,-1.0,4,3,7,4036773.6,0,0,0,17.4,4,2023-03-27,2024-12-31
2000106,CIBIL TransUnion,H1-2024,779,-12.0,5,1,0,12903224.96,4,60,1,39.05,1,2023-04-26,2024-12-31
2000106,CRIF Highmark,H2-2024,786,-5.0,14,6,7,4051880.69,0,1,0,29.08,3,2023-03-18,2024-12-31
2000107,CIBIL TransUnion,H1-2023,833,,6,8,5,4235091.49,0,0,0,99.43,3,2023-09-15,2024-12-31
2000107,Experian,H2-2023,805,10.0,2,4,5,15423900.96,3,1,0,10.48,0,2023-07-15,2024-12-31
2000107,CIBIL TransUnion,H1-2024,807,12.0,12,6,5,5373514.92,8,0,0,64.7,3,2023-08-19,2024-12-31
2000107,CRIF Highmark,H2-2024,775,-20.0,3,3,7,12519664.91,6,90,0,97.2,3,2023-06-17,2024-12-31
2000108,Experian,H1-2023,799,,15,5,3,6653392.14,2,1,0,16.77,3,2023-09-26,2024-12-31
2000108,CIBIL TransUnion,H2-2023,811,27.0,8,6,6,8257070.32,0,60,1,56.63,3,2023-11-23,2024-12-31
2000108,Equifax,H1-2024,783,-1.0,12,2,5,5332153.33,5,1,0,99.92,2,2023-06-20,2024-12-31
2000108,Experian,H2-2024,782,-2.0,3,7,3,11064319.2,8,60,0,47.43,0,2023-01-07,2024-12-31
2000109,Equifax,H1-2023,642,,10,4,2,19007307.13,7,90,1,59.7,0,2024-07-20,2024-12-31
2000109,CIBIL TransUnion,H2-2023,693,18.0,4,1,7,3120881.16,8,0,1,15.21,0,2024-06-16,2024-12-31
2000109,CIBIL TransUnion,H1-2024,655,-20.0,15,6,4,7740983.65,0,90,2,52.72,4,2024-11-27,2024-12-31
2000109,Experian,H2-2024,715,40.0,7,8,5,9691889.66,6,0,0,81.87,4,2023-01-09,2024-12-31
2000110,Experian,H1-2023,716,,10,3,1,13050100.5,8,0,0,46.97,0,2023-11-02,2024-12-31
2000110,CRIF Highmark,H2-2023,722,-2.0,5,3,0,9873454.2,2,90,2,66.23,0,2023-07-11,2024-12-31
2000110,Experian,H1-2024,753,29.0,12,7,3,11330965.09,0,0,0,76.45,4,2024-11-16,2024-12-31
2000110,Equifax,H2-2024,757,33.0,4,7,7,6186171.69,6,1,0,89.02,2,2023-03-15,2024-12-31
2000111,Equifax,H1-2023,604,,9,3,7,11008452.45,4,1,1,42.92,0,2024-01-19,2024-12-31
2000111,Experian,H2-2023,638,-2.0,6,1,6,12973571.2,0,30,0,1.76,3,2024-06-06,2024-12-31
2000111,Equifax,H1-2024,669,29.0,4,5,0,19692606.74,1,0,0,73.16,4,2024-11-05,2024-12-31
2000111,Equifax,H2-2024,627,-13.0,1,2,6,15377818.4,2,60,1,57.22,0,2023-11-25,2024-12-31
2000112,CRIF Highmark,H1-2023,786,,4,0,7,14982636.79,7,90,0,53.21,4,2023-04-20,2024-12-31
2000112,CIBIL TransUnion,H2-2023,739,-9.0,6,7,5,19279549.25,4,0,0,9.79,4,2024-09-12,2024-12-31
2000112,Experian,H1-2024,757,9.0,2,3,2,3936081.61,1,0,0,97.13,2,2023-08-06,2024-12-31
2000112,Equifax,H2-2024,726,-22.0,15,2,2,10467930.99,4,90,0,33.07,1,2024-07-12,2024-12-31
2000113,Equifax,H1-2023,641,,3,4,7,14489062.42,4,0,0,33.34,3,2023-04-21,2024-12-31
2000113,Experian,H2-2023,670,28.0,15,8,5,4111792.18,2,0,1,79.45,4,2023-12-23,2024-12-31
