txn_id,loan_id,txn_date,txn_amount,txn_type,payment_mode,instrument_no,bounce_flag,bounce_reason,penal_interest_levied,utr_number,load_date
5000745,1000007,2021-02-14,239624.25,Overdue Recovery,Standing Instruction - SI,,False,,0.0,UTR49986583925,2024-12-31
5000746,1000007,2021-03-16,225955.8,Pre-Closure,Cheque - PDC,,False,,0.0,UTR70146350858,2024-12-31
5000747,1000268,2018-11-17,262674.75,EMI - Regular,Cash,CHQ997035,False,,0.0,UTR74298154948,2024-12-31
5000748,1000268,2018-12-17,247441.31,EMI - Regular,NACH,,False,,0.0,UTR72928654679,2024-12-31
5000749,1000268,2019-01-16,245386.3,EMI - Regular,RTGS,,False,,0.0,UTR99751438109,2024-12-31
5000750,1000268,2019-02-15,250174.81,EMI - Regular,NACH,,False,,0.0,UTR32371640335,2024-12-31
5000751,1000268,2019-03-17,262553.8,EMI - Regular,NEFT,,False,,0.0,UTR29270594985,2024-12-31
5000752,1000268,2019-04-16,269338.1,EMI - Regular,Standing Instruction - SI,CHQ575930,True,Payment Stopped by Drawer,5136.48,UTR55507065181,2024-12-31
5000753,1000268,2019-05-16,269499.56,Bounce Recovery,NACH,,False,,0.0,UTR37622302118,2024-12-31
5000754,1000268,2019-06-15,256666.5,EMI - Regular,Cheque - PDC,,False,,0.0,UTR99901778229,2024-12-31
5000755,1000268,2019-07-15,244575.89,EMI - Part Pre-Payment,NEFT,,False,,0.0,UTR24383633362,2024-12-31
5000756,1000268,2019-08-14,265445.11,EMI - Regular,Cheque - PDC,CHQ282749,False,,0.0,UTR75129882283,2024-12-31
5000757,1000268,2019-09-13,265897.01,EMI - Regular,NEFT,,False,,0.0,UTR88874590140,2024-12-31
5000758,1000268,2019-10-13,248530.66,Overdue Recovery,Cheque - PDC,,False,,0.0,UTR65671176674,2024-12-31
5000759,1000268,2019-11-12,245624.64,Overdue Recovery,NEFT,CHQ860609,False,,0.0,UTR16864488566,2024-12-31
5000760,1000268,2019-12-12,251788.77,EMI - Regular,RTGS,,False,,0.0,UTR51878962906,2024-12-31
5000761,1000211,2018-08-06,695279.53,EMI - Regular,Standing Instruction - SI,,False,,0.0,UTR73373474156,2024-12-31
5000762,1000211,2018-09-05,733061.25,Pre-Closure,NEFT,,False,,0.0,UTR69963408750,2024-12-31
5000763,1000211,2018-10-05,689326.49,Overdue Recovery,UPI,,False,,0.0,UTR78698615722,2024-12-31
5000764,1000211,2018-11-04,727435.0,EMI - Regular,RTGS,,False,,0.0,UTR76557656196,2024-12-31
5000765,1000211,2018-12-04,703796.12,EMI - Part Pre-Payment,Standing Instruction - SI,,False,,0.0,UTR61764049581,2024-12-31
5000766,1000211,2019-01-03,705218.55,EMI - Regular,RTGS,,False,,0.0,UTR20037810302,2024-12-31
5000767,1000211,2019-02-02,664936.89,EMI - Regular,Cheque - PDC,,False,,0.0,UTR56571616365,2024-12-31
5000768,1000211,2019-03-04,686284.36,EMI - Regular,NEFT,,False,,0.0,UTR62666351556,2024-12-31
5000769,1000211,2019-04-03,689551.48,Overdue Recovery,Standing Instruction - SI,,False,,0.0,UTR16637695369,2024-12-31
5000770,1000211,2019-05-03,692371.96,Bounce Recovery,Standing Instruction - SI,,False,,0.0,UTR64237153889,2024-12-31
5000771,1000211,2019-06-02,721856.15,EMI - Regular,NEFT,CHQ489315,False,,0.0,UTR24155140954,2024-12-31
5000772,1000211,2019-07-02,687671.78,EMI - Regular,Standing Instruction - SI,,False,,0.0,UTR98603644419,2024-12-31
5000773,1000211,2019-08-01,675615.92,EMI - Regular,RTGS,,False,,0.0,UTR31946870783,2024-12-31
5000774,1000211,2019-08-31,703819.98,Pre-Closure,NEFT,CHQ956703,False,,0.0,UTR45569662422,2024-12-31
5000775,1000211,2019-09-30,733629.88,EMI - Regular,Standing Instruction - SI,,False,,0.0,UTR78281513562,2024-12-31
5000776,1000211,2019-10-30,714863.17,EMI - Regular,Standing Instruction - SI,,False,,0.0,UTR72326396122,2024-12-31
5000777,1000211,2019-11-29,708644.59,EMI - Regular,RTGS,,False,,0.0,UTR27598822249,2024-12-31
5000778,1000211,2019-12-29,683863.36,EMI - Regular,Standing Instruction - SI,,False,,0.0,UTR94010872577,2024-12-31
5000779,1000211,2020-01-28,686476.1,EMI - Regular,Cash,,False,,0.0,UTR53924848383,2024-12-31
5000780,1000211,2020-02-27,704477.76,EMI - Regular,Cash,,False,,0.0,UTR21821135720,2024-12-31
5000781,1000211,2020-03-28,730606.37,EMI - Regular,Standing Instruction - SI,,False,,0.0,UTR94386407865,2024-12-31
5000782,1000397,2022-02-18,190602.54,EMI - Regular,Cash,,False,,0.0,UTR19971596589,2024-12-31
5000783,1000397,2022-03-20,190182.91,EMI - Regular,NACH,CHQ194177,True,Signature Mismatch,3731.64,UTR51521026068,2024-12-31
5000784,1000397,2022-04-19,191547.62,Pre-Closure,NACH,,False,,0.0,UTR68442638216,2024-12-31
5000785,1000397,2022-05-19,177727.68,EMI - Regular,Cheque - PDC,CHQ852867,False,,0.0,UTR18033184697,2024-12-31
5000786,1000397,2022-06-18,189801.41,EMI - Regular,Standing Instruction - SI,,True,NACH Mandate Rejected,3731.64,UTR64769065291,2024-12-31
5000787,1000397,2022-07-18,189462.78,EMI - Regular,Cash,,False,,0.0,UTR10264553898,2024-12-31
5000788,1000397,2022-08-17,186409.26,Penal Charge Recovery,Standing Instruction - SI,CHQ318037,False,,0.0,UTR58493860933,2024-12-31
5000789,1000397,2022-09-16,178913.52,EMI - Regular,Cash,,False,,0.0,UTR10699691475,2024-12-31
5000790,1000397,2022-10-16,192433.84,EMI - Regular,Cheque - PDC,,False,,0.0,UTR98241577919,2024-12-31
5000791,1000397,2022-11-15,182317.17,Overdue Recovery,NACH,,False,,0.0,UTR85012523186,2024-12-31
5000792,1000397,2022-12-15,177902.57,EMI - Regular,RTGS,,False,,0.0,UTR53462624087,2024-12-31
5000793,1000397,2023-01-14,178151.23,Overdue Recovery,NEFT,,False,,0.0,UTR90676631403,2024-12-31
5000794,1000397,2023-02-13,177805.56,Overdue Recovery,Standing Instruction - SI,,False,,0.0,UTR20316180343,2024-12-31
5000795,1000397,2023-03-15,182394.82,Overdue Recovery,NEFT,,False,,0.0,UTR31906806912,2024-12-31
5000796,1000397,2023-04-14,193340.73,Bounce Recovery,NEFT,,False,,0.0,UTR95245791491,2024-12-31
5000797,1000397,2023-05-14,183970.23,EMI - Regular,Standing Instruction - SI,,False,,0.0,UTR75112220308,2024-12-31
5000798,1000397,2023-06-13,184888.16,EMI - Regular,Cheque - PDC,,True,Payment Stopped by Drawer,3731.64,UTR30986053861,2024-12-31
5000799,1000397,2023-07-13,179312.94,EMI - Regular,RTGS,,False,,0.0,UTR92685969188,2024-12-31
5000800,1000397,2023-08-12,193129.34,EMI - Regular,Cash,,False,,0.0,UTR67970595255,2024-12-31
5000801,1000397,2023-09-11,190530.64,EMI - Regular,RTGS,,True,Insufficient Funds,3731.64,UTR30006050367,2024-12-31
5000802,1000397,2023-10-11,193447.88,EMI - Regular,RTGS,CHQ842885,False,,0.0,UTR64879627029,2024-12-31
5000803,1000397,2023-11-10,191826.93,EMI - Regular,NEFT,,False,,0.0,UTR92725026153,2024-12-31
5000804,1000397,2023-12-10,183710.11,EMI - Regular,Cash,,False,,0.0,UTR37587096597,2024-12-31
5000805,1000397,2024-01-09,193421.65,EMI - Regular,Cash,,False,,0.0,UTR88462917293,2024-12-31
5000806,1000397,2024-02-08,187339.56,EMI - Regular,UPI,,False,,0.0,UTR76695447949,2024-12-31
5000807,1000397,2024-03-09,186877.83,Interest Only,Cash,,False,,0.0,UTR21513810453,2024-12-31
5000808,1000397,2024-04-08,192111.57,EMI - Regular,Cheque - PDC,,False,,0.0,UTR35495920560,2024-12-31
5000809,1000397,2024-05-08,181639.79,EMI - Regular,RTGS,,False,,0.0,UTR11899114874,2024-12-31
5000810,1000436,2018-12-21,1498618.39,EMI - Regular,UPI,CHQ608727,False,,0.0,UTR94919578156,2024-12-31
5000811,1000436,2019-01-20,1562883.98,EMI - Regular,Standing Instruction - SI,,False,,0.0,UTR98546266632,2024-12-31
5000812,1000436,2019-02-19,1493982.26,EMI - Regular,Cash,,False,,0.0,UTR32083497208,2024-12-31
5000813,1000436,2019-03-21,1564315.52,Interest Only,Cash,,False,,0.0,UTR43141291932,2024-12-31
5000814,1000436,2019-04-20,1559904.62,Interest Only,Standing Instruction - SI,,False,,0.0,UTR25297738706,2024-12-31
5000815,1000436,2019-05-20,1538428.25,EMI - Regular,NACH,,False,,0.0,UTR17554351477,2024-12-31
5000816,1000436,2019-06-19,1587666.41,Bounce Recovery,RTGS,CHQ719922,False,,0.0,UTR10073260676,2024-12-31
5000817,1000436,2019-07-19,1512372.63,EMI - Part Pre-Payment,RTGS,,False,,0.0,UTR44931446489,2024-12-31
5000818,1000436,2019-08-18,1593581.73,Pre-Closure,Cheque - PDC,,False,,0.0,UTR99254484447,2024-12-31
5000819,1000436,2019-09-17,1616275.36,Bounce Recovery,Standing Instruction - SI,,False,,0.0,UTR75449110011,2024-12-31
5000820,1000436,2019-10-17,1523468.6,EMI - Regular,NEFT,,False,,0.0,UTR56555845408,2024-12-31
5000821,1000436,2019-11-16,1509903.99,EMI - Part Pre-Payment,Cash,,False,,0.0,UTR21334926844,2024-12-31
5000822,1000436,2019-12-16,1627186.79,EMI - Regular,Cheque - PDC,,False,,0.0,UTR66833765668,2024-12-31
5000823,1000436,2020-01-15,1490591.82,EMI - Regular,Cash,,False,,0.0,UTR30859237206,2024-12-31
5000824,1000436,2020-02-14,1559233.2,EMI - Regular,UPI,CHQ485894,False,,0.0,UTR52946620340,2024-12-31
5000825,1000436,2020-03-15,1543442.92,EMI - Regular,UPI,,False,,0.0,UTR17017431527,2024-12-31
5000826,1000436,2020-04-14,1504648.05,EMI - Regular,NACH,,True,Payment Stopped by Drawer,31226.79,UTR11150312955,2024-12-31
5000827,1000436,2020-05-14,1542212.03,EMI - Regular,RTGS,,False,,0.0,UTR98634023409,2024-12-31
5000828,1000436,2020-06-13,1543989.12,EMI - Regular,Standing Instruction - SI,CHQ234080,False,,0.0,UTR43054555265,2024-12-31
5000829,1000436,2020-07-13,1582103.39,Interest Only,NACH,,False,,0.0,UTR45389763947,2024-12-31
5000830,1000436,2020-08-12,1567861.22,EMI - Regular,Cash,,False,,0.0,UTR55440612875,2024-12-31
5000831,1000436,2020-09-11,1571241.73,EMI - Regular,Standing Instruction - SI,,False,,0.0,UTR50916612315,2024-12-31
5000832,1000436,2020-10-11,1575934.48,EMI - Regular,RTGS,,False,,0.0,UTR90408120179,2024-12-31
5000833,1000436,2020-11-10,1505256.38,EMI - Regular,RTGS,,False,,0.0,UTR30798988812,2024-12-31
5000834,1000436,2020-12-10,1528371.18,EMI - Regular,RTGS,,False,,0.0,UTR52238306227,2024-12-31
5000835,1000436,2021-01-09,1553184.59,Overdue Recovery,RTGS,,False,,0.0,UTR88301259116,2024-12-31
5000836,1000436,2021-02-08,1524317.21,EMI - Regular,UPI,,True,Insufficient Funds,31226.79,UTR52404191914,2024-12-31
5000837,1000052,2018-09-01,574750.49,EMI - Regular,UPI,,False,,0.0,UTR20809622921,2024-12-31
5000838,1000052,2018-10-01,538990.27,Bounce Recovery,NEFT,,False,,0.0,UTR82530748092,2024-12-31
5000839,1000052,2018-10-31,574541.26,Pre-Closure,RTGS,,False,,0.0,UTR94010672931,2024-12-31
5000840,1000052,2018-11-30,543352.34,EMI - Regular,NACH,,True,NACH Mandate Rejected,11159.16,UTR28441498556,2024-12-31
5000841,1000052,2018-12-30,535523.49,EMI - Regular,Standing Instruction - SI,,False,,0.0,UTR94623332594,2024-12-31
5000842,1000052,2019-01-29,544602.29,EMI - Regular,NEFT,CHQ325082,False,,0.0,UTR76519062579,2024-12-31
5000843,1000052,2019-02-28,571817.88,EMI - Regular,UPI,,False,,0.0,UTR45914728294,2024-12-31
5000844,1000052,2019-03-30,536509.28,Penal Charge Recovery,RTGS,,False,,0.0,UTR45264102874,2024-12-31
5000845,1000052,2019-04-29,556552.31,Pre-Closure,NEFT,,False,,0.0,UTR73803787095,2024-12-31
5000846,1000052,2019-05-29,546660.58,Overdue Recovery,NACH,CHQ606479,True,Account Closed,11159.16,UTR16345845745,2024-12-31
5000847,1000052,2019-06-28,554029.78,Overdue Recovery,NEFT,,True,NACH Mandate Rejected,11159.16,UTR85609167389,2024-12-31
5000848,1000052,2019-07-28,557375.36,EMI - Regular,UPI,,False,,0.0,UTR33076105721,2024-12-31
5000849,1000052,2019-08-27,549112.75,EMI - Regular,Cheque - PDC,,True,Technical Reject - Bank,11159.16,UTR59220495680,2024-12-31
5000850,1000052,2019-09-26,579860.34,EMI - Regular,Standing Instruction - SI,,False,,0.0,UTR69997870034,2024-12-31
5000851,1000052,2019-10-26,534948.32,Overdue Recovery,Cheque - PDC,,False,,0.0,UTR83276169772,2024-12-31
5000852,1000314,2023-05-29,532043.44,EMI - Regular,Cheque - PDC,CHQ844488,False,,0.0,UTR21459028297,2024-12-31
5000853,1000314,2023-06-28,536900.9,EMI - Regular,Cheque - PDC,CHQ383397,False,,0.0,UTR83793310647,2024-12-31
5000854,1000314,2023-07-28,532301.45,EMI - Regular,NEFT,,False,,0.0,UTR12759627967,2024-12-31
5000855,1000314,2023-08-27,529551.16,EMI - Regular,Cheque - PDC,,False,,0.0,UTR57167375840,2024-12-31
5000856,1000314,2023-09-26,505437.48,EMI - Regular,RTGS,CHQ810085,False,,0.0,UTR72688439729,2024-12-31
5000857,1000314,2023-10-26,497879.45,EMI - Regular,Standing Instruction - SI,CHQ807767,True,Payment Stopped by Drawer,10426.26,UTR49450322224,2024-12-31
5000858,1000314,2023-11-25,538409.94,EMI - Regular,Standing Instruction - SI,,False,,0.0,UTR17941950064,2024-12-31
5000859,1000314,2023-12-25,499472.69,Interest Only,Cash,,False,,0.0,UTR42038508565,2024-12-31
5000860,1000314,2024-01-24,502221.54,EMI - Regular,Cash,,False,,0.0,UTR98114565036,2024-12-31
5000861,1000314,2024-02-23,545331.49,Bounce Recovery,RTGS,,False,,0.0,UTR80781582546,2024-12-31
5000862,1000314,2024-03-24,496728.24,EMI - Regular,UPI,,False,,0.0,UTR31026432774,2024-12-31
5000863,1000314,2024-04-23,514317.41,EMI - Regular,Cheque - PDC,,False,,0.0,UTR68360236500,2024-12-31
5000864,1000314,2024-05-23,497846.3,Overdue Recovery,RTGS,,False,,0.0,UTR87788242772,2024-12-31
5000865,1000314,2024-06-22,529604.42,Overdue Recovery,UPI,,False,,0.0,UTR49861518322,2024-12-31
5000866,1000314,2024-07-22,547356.72,EMI - Regular,UPI,,False,,0.0,UTR89759862029,2024-12-31
5000867,1000314,2024-08-21,502720.34,EMI - Regular,Cheque - PDC,,True,Insufficient Funds,10426.26,UTR90634675278,2024-12-31
5000868,1000314,2024-09-20,513850.05,EMI - Regular,UPI,,False,,0.0,UTR18221147173,2024-12-31
5000869,1000314,2024-10-20,497766.35,Overdue Recovery,RTGS,,False,,0.0,UTR70747703676,2024-12-31
5000870,1000314,2024-11-19,529934.18,EMI - Regular,NEFT,,True,Insufficient Funds,10426.26,UTR28850451289,2024-12-31
5000871,1000314,2024-12-19,500049.29,EMI - Regular,NACH,,False,,0.0,UTR62465631101,2024-12-31
5000872,1000422,2022-09-16,583582.39,EMI - Regular,RTGS,,False,,0.0,UTR42826007162,2024-12-31
5000873,1000422,2022-10-16,582385.69,EMI - Regular,Cash,,False,,0.0,UTR22000853507,2024-12-31
5000874,1000422,2022-11-15,602922.19,EMI - Part Pre-Payment,RTGS,CHQ178152,False,,0.0,UTR65258104780,2024-12-31
5000875,1000422,2022-12-15,566310.51,EMI - Regular,NEFT,CHQ944032,True,Insufficient Funds,11705.03,UTR33776743373,2024-12-31
5000876,1000422,2023-01-14,605927.14,EMI - Regular,NEFT,,False,,0.0,UTR26429874118,2024-12-31
5000877,1000422,2023-02-13,586498.02,EMI - Regular,NACH,,False,,0.0,UTR39508537622,2024-12-31
5000878,1000422,2023-03-15,559074.49,Overdue Recovery,UPI,,False,,0.0,UTR71128015117,2024-12-31
5000879,1000422,2023-04-14,601775.09,EMI - Regular,Cash,,True,NACH Mandate Rejected,11705.03,UTR32979934353,2024-12-31
5000880,1000422,2023-05-14,565337.23,Interest Only,RTGS,,False,,0.0,UTR54638948929,2024-12-31
5000881,1000422,2023-06-13,595341.65,Overdue Recovery,UPI,,False,,0.0,UTR66164737044,2024-12-31
5000882,1000422,2023-07-13,576701.24,EMI - Regular,Cheque - PDC,,False,,0.0,UTR35999832239,2024-12-31
5000883,1000422,2023-08-12,614458.06,EMI - Regular,Standing Instruction - SI,,False,,0.0,UTR39769717158,2024-12-31
5000884,1000422,2023-09-11,570950.38,EMI - Regular,UPI,,False,,0.0,UTR65263014124,2024-12-31
5000885,1000422,2023-10-11,579946.08,EMI - Part Pre-Payment,Cash,,False,,0.0,UTR20264287066,2024-12-31
5000886,1000422,2023-11-10,590404.31,EMI - Regular,RTGS,,False,,0.0,UTR56177789084,2024-12-31
5000887,1000422,2023-12-10,573209.92,Overdue Recovery,Standing Instruction - SI,,False,,0.0,UTR17267445623,2024-12-31
5000888,1000422,2024-01-09,571248.09,EMI - Regular,NEFT,,False,,0.0,UTR92845514795,2024-12-31
5000889,1000422,2024-02-08,571897.11,EMI - Regular,UPI,,True,NACH Mandate Rejected,11705.03,UTR65520816884,2024-12-31
5000890,1000422,2024-03-09,572964.42,EMI - Regular,Standing Instruction - SI,,False,,0.0,UTR93801584089,2024-12-31
5000891,1000422,2024-04-08,560032.94,EMI - Regular,UPI,,False,,0.0,UTR57772325889,2024-12-31
5000892,1000422,2024-05-08,607958.61,EMI - Regular,Cheque - PDC,CHQ488519,False,,0.0,UTR23279714540,2024-12-31
5000893,1000422,2024-06-07,611491.43,Pre-Closure,RTGS,,False,,0.0,UTR34961379919,2024-12-31
5000894,1000422,2024-07-07,557330.21,EMI - Regular,Cash,,False,,0.0,UTR72875420381,2024-12-31
5000895,1000422,2024-08-06,597176.11,EMI - Regular,UPI,,False,,0.0,UTR12353896540,2024-12-31
5000896,1000422,2024-09-05,575794.22,EMI - Regular,Cash,,False,,0.0,UTR98058233975,2024-12-31
5000897,1000422,2024-10-05,571256.07,Overdue Recovery,RTGS,,False,,0.0,UTR72542610495,2024-12-31
5000898,1000422,2024-11-04,589609.53,EMI - Regular,Standing Instruction - SI,,False,,0.0,UTR77479590105,2024-12-31
5000899,1000422,2024-12-04,573104.75,EMI - Regular,NEFT,,False,,0.0,UTR98394323756,2024-12-31
5000900,1000303,2021-12-21,209653.77,EMI - Part Pre-Payment,Cheque - PDC,,False,,0.0,UTR77848725939,2024-12-31
5000901,1000303,2022-01-20,217687.57,EMI - Regular,UPI,,False,,0.0,UTR55217414899,2024-12-31
5000902,1000303,2022-02-19,224954.68,EMI - Regular,Cheque - PDC,,False,,0.0,UTR77869338001,2024-12-31
5000903,1000303,2022-03-21,210076.25,Overdue Recovery,Standing Instruction - SI,CHQ212189,False,,0.0,UTR80152065345,2024-12-31
5000904,1000303,2022-04-20,225851.47,EMI - Regular,Cheque - PDC,,False,,0.0,UTR95410489400,2024-12-31
5000905,1000303,2022-05-20,223319.57,EMI - Regular,Cheque - PDC,,False,,0.0,UTR35152789719,2024-12-31
5000906,1000303,2022-06-19,206589.4,Bounce Recovery,Cash,,False,,0.0,UTR94021090674,2024-12-31
5000907,1000236,2020-11-12,1507102.55,EMI - Regular,NACH,,False,,0.0,UTR13766718353,2024-12-31
5000908,1000236,2020-12-12,1570128.02,EMI - Part Pre-Payment,Standing Instruction - SI,,False,,0.0,UTR95334390387,2024-12-31
5000909,1000236,2021-01-11,1484980.36,EMI - Regular,Standing Instruction - SI,CHQ988414,False,,0.0,UTR59331343274,2024-12-31
5000910,1000236,2021-02-10,1599902.72,EMI - Regular,NACH,CHQ853221,False,,0.0,UTR62594817568,2024-12-31
5000911,1000236,2021-03-12,1476665.45,EMI - Regular,RTGS,,False,,0.0,UTR69300605742,2024-12-31
5000912,1000236,2021-04-11,1569986.58,EMI - Regular,UPI,,False,,0.0,UTR90359027114,2024-12-31
5000913,1000236,2021-05-11,1484552.57,Penal Charge Recovery,NACH,,False,,0.0,UTR76260044316,2024-12-31
5000914,1000236,2021-06-10,1533664.05,EMI - Regular,Standing Instruction - SI,,False,,0.0,UTR28133929420,2024-12-31
5000915,1000236,2021-07-10,1585701.7,EMI - Part Pre-Payment,Cheque - PDC,,False,,0.0,UTR18760885273,2024-12-31
5000916,1000236,2021-08-09,1602667.66,Overdue Recovery,NACH,,False,,0.0,UTR77460633089,2024-12-31
5000917,1000236,2021-09-08,1555599.96,EMI - Regular,UPI,,False,,0.0,UTR89280245973,2024-12-31
5000918,1000236,2021-10-08,1597581.9,EMI - Regular,NEFT,,False,,0.0,UTR25620674624,2024-12-31
5000919,1000236,2021-11-07,1596801.41,Overdue Recovery,UPI,,False,,0.0,UTR34093123915,2024-12-31
5000920,1000236,2021-12-07,1480880.88,EMI - Regular,NACH,,False,,0.0,UTR65703475828,2024-12-31
5000921,1000236,2022-01-06,1599940.68,EMI - Regular,UPI,,False,,0.0,UTR10221348726,2024-12-31
5000922,1000236,2022-02-05,1483312.94,EMI - Regular,NEFT,,False,,0.0,UTR97490174284,2024-12-31
5000923,1000236,2022-03-07,1532682.54,EMI - Regular,Standing Instruction - SI,,False,,0.0,UTR12337229494,2024-12-31
5000924,1000236,2022-04-06,1614755.85,EMI - Regular,Standing Instruction - SI,,True,Dormant Account,31021.95,UTR16243883198,2024-12-31
5000925,1000236,2022-05-06,1476750.66,EMI - Regular,NACH,,True,Dormant Account,31021.95,UTR27783173561,2024-12-31
5000926,1000236,2022-06-05,1534929.84,EMI - Part Pre-Payment,Standing Instruction - SI,,False,,0.0,UTR95658450877,2024-12-31
5000927,1000236,2022-07-05,1589130.36,EMI - Regular,NACH,,False,,0.0,UTR88936358721,2024-12-31
5000928,1000236,2022-08-04,1564750.69,EMI - Regular,NACH,,False,,0.0,UTR67824011476,2024-12-31
5000929,1000236,2022-09-03,1604313.85,EMI - Regular,NACH,,False,,0.0,UTR27097117125,2024-12-31
5000930,1000236,2022-10-03,1486193.96,EMI - Regular,Standing Instruction - SI,,False,,0.0,UTR70096664660,2024-12-31
5000931,1000484,2021-08-15,2454602.02,Penal Charge Recovery,RTGS,,False,,0.0,UTR63976657021,2024-12-31
5000932,1000484,2021-09-14,2508817.74,EMI - Regular,Cheque - PDC,,False,,0.0,UTR98076333872,2024-12-31
5000933,1000484,2021-10-14,2311349.21,EMI - Regular,NACH,,False,,0.0,UTR12081693335,2024-12-31
5000934,1000484,2021-11-13,2354698.25,Interest Only,Standing Instruction - SI,,False,,0.0,UTR64095397870,2024-12-31
5000935,1000484,2021-12-13,2314031.78,EMI - Regular,RTGS,,True,Payment Stopped by Drawer,47924.2,UTR47793557343,2024-12-31
5000936,1000484,2022-01-12,2443011.91,EMI - Regular,RTGS,CHQ977789,True,Account Closed,47924.2,UTR35254986063,2024-12-31
5000937,1000484,2022-02-11,2432356.49,EMI - Regular,NEFT,,False,,0.0,UTR40989346690,2024-12-31
5000938,1000484,2022-03-13,2304044.31,Overdue Recovery,UPI,,False,,0.0,UTR50030575792,2024-12-31
5000939,1000484,2022-04-12,2306339.58,EMI - Regular,Cash,,False,,0.0,UTR10659850145,2024-12-31
5000940,1000484,2022-05-12,2441787.26,EMI - Regular,Cheque - PDC,,False,,0.0,UTR29918235433,2024-12-31
5000941,1000484,2022-06-11,2401963.58,EMI - Regular,UPI,,False,,0.0,UTR46345037441,2024-12-31
5000942,1000484,2022-07-11,2319024.96,EMI - Regular,Cash,,False,,0.0,UTR12382158328,2024-12-31
5000943,1000484,2022-08-10,2291203.6,EMI - Regular,Standing Instruction - SI,,False,,0.0,UTR68463692851,2024-12-31
5000944,1000443,2018-03-15,401694.65,EMI - Regular,UPI,,False,,0.0,UTR69428287628,2024-12-31
5000945,1000443,2018-04-14,411692.59,EMI - Regular,Standing Instruction - SI,,False,,0.0,UTR51449629696,2024-12-31
5000946,1000443,2018-05-14,422831.59,Penal Charge Recovery,Cash,,False,,0.0,UTR77494426499,2024-12-31
5000947,1000443,2018-06-13,419370.49,EMI - Regular,Cheque - PDC,,False,,0.0,UTR48074516908,2024-12-31
5000948,1000443,2018-07-13,411903.17,Overdue Recovery,Standing Instruction - SI,,False,,0.0,UTR51802524136,2024-12-31
5000949,1000443,2018-08-12,404746.92,Overdue Recovery,NACH,,False,,0.0,UTR99765688117,2024-12-31
5000950,1000443,2018-09-11,396330.42,EMI - Regular,UPI,CHQ882636,False,,0.0,UTR38269531934,2024-12-31
5000951,1000443,2018-10-11,422912.68,EMI - Regular,UPI,,False,,0.0,UTR28103198263,2024-12-31
5000952,1000443,2018-11-10,418723.84,Overdue Recovery,Standing Instruction - SI,,False,,0.0,UTR45735902449,2024-12-31
5000953,1000443,2018-12-10,397746.97,Pre-Closure,UPI,,False,,0.0,UTR52086375219,2024-12-31
5000954,1000443,2019-01-09,399909.72,Overdue Recovery,RTGS,,False,,0.0,UTR36021501441,2024-12-31
5000955,1000443,2019-02-08,387117.51,Overdue Recovery,Cash,,True,Dormant Account,8125.97,UTR41354341543,2024-12-31
5000956,1000443,2019-03-10,420565.43,EMI - Regular,Cheque - PDC,,False,,0.0,UTR39701449578,2024-12-31
5000957,1000253,2020-05-26,1074721.73,Overdue Recovery,NEFT,,False,,0.0,UTR57057458543,2024-12-31
5000958,1000253,2020-06-25,1014115.69,EMI - Part Pre-Payment,Cheque - PDC,,False,,0.0,UTR81989540649,2024-12-31
5000959,1000253,2020-07-25,1016966.55,EMI - Regular,RTGS,,False,,0.0,UTR50237778405,2024-12-31
5000960,1000253,2020-08-24,1042520.06,EMI - Regular,Standing Instruction - SI,,False,,0.0,UTR85654763593,2024-12-31
5000961,1000253,2020-09-23,1057385.38,EMI - Regular,UPI,,False,,0.0,UTR20293831674,2024-12-31
5000962,1000253,2020-10-23,1011841.65,Bounce Recovery,UPI,,True,Insufficient Funds,20512.88,UTR23267780707,2024-12-31
5000963,1000253,2020-11-22,1053545.21,Overdue Recovery,NACH,,False,,0.0,UTR36430210578,2024-12-31
5000964,1000253,2020-12-22,1002395.58,EMI - Regular,Cheque - PDC,,False,,0.0,UTR57730636048,2024-12-31
5000965,1000253,2021-01-21,1068665.25,EMI - Regular,RTGS,,False,,0.0,UTR61815367251,2024-12-31
5000966,1000253,2021-02-20,1064668.59,EMI - Regular,RTGS,,False,,0.0,UTR94792785329,2024-12-31
5000967,1000253,2021-03-22,986748.39,Pre-Closure,Standing Instruction - SI,,False,,0.0,UTR14571366342,2024-12-31
5000968,1000253,2021-04-21,1059435.01,EMI - Regular,NACH,,False,,0.0,UTR90077357133,2024-12-31
5000969,1000253,2021-05-21,975913.85,Foreclosure,NEFT,,False,,0.0,UTR42161238414,2024-12-31
5000970,1000253,2021-06-20,1012830.87,EMI - Regular,UPI,CHQ403143,True,Payment Stopped by Drawer,20512.88,UTR97816915093,2024-12-31
5000971,1000253,2021-07-20,975235.93,EMI - Regular,Cash,CHQ281543,False,,0.0,UTR67746956752,2024-12-31
5000972,1000253,2021-08-19,984665.4,EMI - Part Pre-Payment,RTGS,,False,,0.0,UTR70393274888,2024-12-31
5000973,1000253,2021-09-18,1025945.64,EMI - Regular,Standing Instruction - SI,,False,,0.0,UTR44696433545,2024-12-31
5000974,1000253,2021-10-18,1073314.62,EMI - Regular,UPI,,False,,0.0,UTR52499433950,2024-12-31
5000975,1000253,2021-11-17,1055810.17,EMI - Regular,Cash,,False,,0.0,UTR49135816340,2024-12-31
5000976,1000253,2021-12-17,995057.26,Overdue Recovery,Cash,CHQ882217,False,,0.0,UTR66106197996,2024-12-31
