loan_id,customer_id,product_code,sanction_amount,interest_rate,tenure_months,sourcing_channel,target_default,max_dpd_ever,max_overdue_amount,total_overdue_amount,total_bounces,total_mob,max_mob,bounce_rate,max_dpd_12m_mob,max_dpd_6m_mob,last_delinq_mob,ever_npa_flag,months_since_last_delinquency,chronic_delinquent,recent_stress_flag,bureau_agency,bureau_score,score_version,total_tradelines,secured_tradelines,unsecured_tradelines,credit_card_tradelines,total_outstanding,total_sanctioned_limit,credit_utilisation_pct,recent_enquiries_3m,recent_enquiries_6m,max_dpd_12m,max_dpd_24m,number_of_defaults,oldest_account_vintage_months,written_off_accounts,suit_filed_flag,wilful_default_flag,bureau_pull_date,load_date_x,ever_dpd90_12m,ever_dpd90_24m,has_writeoff,high_enquiry_flag,long_vintage_flag,unsecured_mix_ratio,enquiry_per_tradeline,bureau_score_band_num,avg_monthly_credit,avg_monthly_debit,avg_eod_balance,min_balance,max_balance,emi_bounce_count,salary_credit_count,salary_flag,inward_cheque_bounce_count,outward_cheque_bounce_count,avg_monthly_emi_outflow,cash_withdrawal_pct,upi_txn_count_monthly,international_txn_flag,gaming_txn_flag,casino_txn_flag,credit_card_payment_flag,statement_start_date,statement_end_date,bank_name,account_type,load_date_y,net_cashflow_ratio,emi_to_income_ratio,balance_to_income_ratio,high_stress_flag,high_cash_flag,application_id,declared_income,employment_type,company_name,company_category,work_experience_years,years_at_current_employer,loan_purpose,requested_amount,requested_tenure,foir,existing_monthly_obligations,co_applicant_flag,co_applicant_income,ltv_ratio,property_value,application_date,application_status,credit_decisioning_model,load_date,income_deviation_pct,mismatch_flag,verified_income,itr_assessed_income,verification_status,employment_risk_rank,high_foir_flag,high_ltv_flag,low_experience,declared_to_verified_ratio,itr_to_declared_ratio,effective_income,loan_to_income_ratio
1000106,2000106,EL,25241550.62,23.1,12,DSA,1,155,14255103.48,266095264.96,17,36,36,0.4722222222222222,92,0,36,0.0,0,1,0,Equifax,791.0,Equifax v5,6,5,2,1,15122464.27,334831.46,24.33,3,11,2,3,0,51,0,0,0,2024-02-22,2024-12-31,0,0,0,1,0,0.3333333333333333,1.8333333333333333,5.0,887243.42,883969.1,1539404.36,273280.13,2632808.99,0,3,1,0,3,238050.81,30.97,8,0,0,0,True,2024-01-01,2024-12-31,IndusInd Bank,Salary,2024-12-31,0.003690441570138739,0.26830383256040374,1.735041731839499,1,0,3000106,11965462.59,Self Employed Non-Professional,Date-Wali,CAT-A Listed,14,0,Debt Consolidation,5645840.31,60,0.5866,584911.7,0,0.0,0.8044,7368562.47,2021-06-06,Withdrawn,Rule Engine v3,2024-12-31,28.98,1,15432905.0,11820829.19,Verified with Discrepancy,4.0,0,0,0,0.7753214699371246,0.9879124272118927,11965462.59,0.47184471703738784
1000107,2000107,VL,34336265.05,15.59,180,Digital - Web,1,91,1978065.28,29176462.88,18,36,36,0.5,91,32,31,0.0,5,1,1,Experian,795.0,Experian v4,10,3,4,0,12599181.68,10671479.74,50.66,2,2,0,0,0,100,0,1,0,2024-01-01,2024-12-31,0,0,0,0,1,0.4,0.2,5.0,572844.47,463768.73,445406.81,54076.26,3527874.0,3,1,1,5,1,193263.99,2.97,118,0,1,0,True,2024-01-01,2024-12-31,IndusInd Bank,Salary,2024-12-31,0.19041074098175373,0.3373760245952972,0.7775353229821701,1,0,3000107,5808739.58,Business - Proprietorship,"Venkatesh, Gandhi and Jhaveri",CAT-D Unrated,6,8,Travel,8014987.9,36,0.3462,167582.14,0,0.0,0.8092,10373982.07,2024-09-30,Pending Docs,Rule Engine v3,2024-12-31,-4.88,0,5525327.73,5783006.87,Verified - Positive,3.0,0,0,0,1.0512932198503273,0.9955700010913555,5808739.58,1.379815326477418
1000108,2000108,VL,49731925.02,16.25,180,Digital - Mobile App,1,90,2956400.0,27346700.0,10,36,36,0.2777777777777778,31,0,31,0.0,5,1,0,Equifax,784.0,CIBIL V2.0,7,6,5,4,15755688.5,25295868.14,34.2,1,11,0,0,0,31,0,0,0,2024-10-09,2024-12-31,0,0,0,0,0,0.7142857142857143,1.5714285714285714,5.0,769694.65,769855.03,678917.18,107477.92,5590475.25,1,1,1,4,1,289492.83,9.9,138,0,0,0,True,2024-01-01,2024-12-31,Yes Bank,Savings,2024-12-31,-0.00020836834451169,0.3761138654140314,0.8820604118789185,1,0,3000108,8987654.86,Self Employed Professional,Shukla-Iyer,Government PSU,9,10,Debt Consolidation,9479357.86,120,0.4478,335389.32,0,0.0,0.8802,11057986.03,2023-05-26,Credit Declined,ML Scorecard v2,2024-12-31,-10.86,0,8011270.1,7146459.07,Verified with Discrepancy,4.0,0,1,0,1.1218764000979071,0.7951416894974092,8987654.86,1.0547087096310683
1000109,2000109,VL,22632590.31,11.27,84,Digital - Mobile App,1,212,3125964.4,58221086.95,17,36,36,0.4722222222222222,60,31,36,0.0,0,1,1,Experian,675.0,CIBIL V2.0,8,4,4,3,14463654.31,27792185.16,25.15,5,2,0,3,0,175,0,0,0,2024-04-27,2024-12-31,0,0,0,1,1,0.5,0.25,3.0,275487.52,171785.12,44084.49,43672.42,1791631.68,0,1,1,5,3,103007.34,23.13,58,0,0,0,True,2024-01-01,2024-12-31,HDFC Bank,Savings,2024-12-31,0.37643229718718296,0.37390927908458427,0.16002354662018808,1,0,3000109,4073542.92,Business - Pvt Ltd,Warrior-Chakraborty,CAT-C SME,27,1,Working Capital,3376417.58,48,0.3531,119864.0,1,0.0,0.7888,5790654.96,2024-01-15,Sanctioned - Not Disbursed,Rule Engine v3,2024-12-31,-11.18,0,3618150.48,3265276.19,Verified - Positive,4.0,0,0,0,1.1258633223016197,0.8015813885176887,4073542.92,0.8288651049735349
1000110,2000110,GL,47684266.63,18.83,180,Digital - Mobile App,0,90,3186240.96,42217692.72,13,36,36,0.3611111111111111,90,90,24,0.0,12,1,1,CIBIL TransUnion,724.0,CIBIL V2.0,8,6,4,0,13859746.97,9810743.63,55.8,0,11,30,0,2,95,0,0,0,2024-06-21,2024-12-31,0,0,0,0,1,0.5,1.375,4.0,239295.41,262315.44,353175.6,13299.96,942208.51,1,2,1,4,1,126741.46,26.96,89,1,1,0,False,2024-01-01,2024-12-31,IndusInd Bank,Savings,2024-12-31,-0.09619921251310252,0.5296443421125379,1.47589792884034,1,0,3000110,3393759.48,Contract,Ganguly-Mani,CAT-C SME,14,12,Travel,11930309.58,24,0.4633,131027.4,0,0.0,0.6158,14980689.57,2020-09-16,Rejected,Rule Engine v3,2024-12-31,15.67,1,3925569.52,2590298.04,Verified - Positive,4.0,0,0,0,0.8645266534472175,0.7632532756858774,3393759.48,3.5153668521023183
1000112,2000112,HL,48423091.4,17.41,84,Digital - Web,1,238,8008576.4,173185464.65,20,36,36,0.5555555555555556,120,1,36,0.0,0,1,0,Experian,748.0,CIBIL V3.0,6,0,5,0,17394302.8,3855953.62,46.47,8,10,2,0,0,206,0,0,0,2024-01-13,2024-12-31,0,0,0,1,1,0.8333333333333334,1.6666666666666667,4.0,694979.96,774805.96,279819.91,236212.7,6458473.0,3,2,1,0,2,296929.59,5.03,31,0,0,0,False,2024-01-01,2024-12-31,Kotak Mahindra,Savings,2024-12-31,-0.11486086591619131,0.4272491396730347,0.40263018519267807,1,0,3000112,10409534.59,Salaried,Khanna LLC,Government PSU,19,15,Medical Emergency,15013584.18,240,0.4362,378386.58,0,248671.52,0.8083,26211882.86,2024-07-12,Disbursed,Rule Engine v3,2024-12-31,-16.75,1,8665479.56,7834306.39,Verified - Positive,4.0,0,0,0,1.2012646868444057,0.7526087090892697,10409534.59,1.44229158856179
1000114,2000114,CL,46461306.12,21.19,60,Telesales,1,92,5047621.2,103476234.6,22,36,36,0.6111111111111112,91,31,36,0.0,0,1,1,CRIF Highmark,694.0,Equifax v5,13,8,1,1,10128520.07,29999358.43,87.2,1,0,0,0,0,85,0,0,0,2024-04-29,2024-12-31,0,0,0,0,1,0.07692307692307693,0.0,3.0,127476.39,52628.31,31286.31,5091.95,344978.22,0,1,1,5,1,40183.57,13.5,141,0,0,0,True,2024-01-01,2024-12-31,IDFC First,Current,2024-12-31,0.5871524915319614,0.31522362690063627,0.24542827107043116,1,0,3000114,1097803.2,Business - Partnership,"Contractor, Tripathi and Walia",CAT-A Listed,5,7,Travel,10760662.48,60,0.2796,25578.81,0,0.0,0.6097,14382945.15,2024-04-05,Pending Docs,Hybrid Model v1,2024-12-31,-14.63,0,937202.58,884815.65,Verified with Discrepancy,3.0,0,0,0,1.1713616921541126,0.8059874939333389,1097803.2,9.801995913293021
1000116,2000116,PL,18565649.31,19.41,24,DSA,0,61,2818713.42,55434697.26,17,36,36,0.4722222222222222,61,30,36,0.0,0,1,1,CRIF Highmark,668.0,CIBIL V2.0,3,5,6,1,9501483.71,15276482.94,9.28,6,9,0,3,0,119,0,0,0,2024-09-09,2024-12-31,0,0,0,1,1,2.0,3.0,3.0,1281829.83,1144948.39,2188501.37,322416.66,9069895.14,0,1,1,0,2,230684.66,37.11,118,0,0,0,False,2024-01-01,2024-12-31,Axis Bank,Savings,2024-12-31,0.10678596861800303,0.179965120643198,1.707325979455479,0,0,3000116,14499439.9,Business - Partnership,"Pandya, Pai and Bhattacharyya",CAT-B MNC,18,6,Business Expansion,13298507.46,48,0.2587,312583.76,0,0.0,0.8683,22411174.08,2021-05-31,Disbursed,ML Scorecard v2,2024-12-31,2.72,0,14893956.63,14606450.51,Verified - Positive,3.0,0,1,0,0.9735116235530491,1.007380327153189,14499439.9,0.9171738737301156
1000118,2000118,ML,33389914.68,8.25,120,Branch Walk-in,1,120,2047680.35,36039174.16,21,36,36,0.5833333333333334,91,90,36,0.0,0,1,1,CRIF Highmark,660.0,Equifax v5,3,8,2,2,2091367.52,29890012.1,73.38,7,8,2,0,2,73,0,0,0,2024-11-01,2024-12-31,0,0,0,1,1,0.6666666666666666,2.6666666666666665,3.0,336682.23,261912.79,76486.96,3056.84,2247326.75,0,1,1,4,2,61560.69,12.64,78,1,0,0,False,2024-01-01,2024-12-31,IndusInd Bank,Salary,2024-12-31,0.22207717942227,0.18284508214169784,0.22717848815483968,1,0,3000118,2909070.78,Contract,Grewal-Sharaf,CAT-C SME,13,6,Travel,2491291.15,240,0.57,138180.86,0,0.0,0.7498,3765688.83,2020-10-21,Disbursed,Rule Engine v3,2024-12-31,-29.64,1,2046792.79,2967619.79,Verified with Discrepancy,4.0,0,0,0,1.4212825031497203,1.0201263614493423,2909070.78,0.8563872584770866
1000119,2000119,GL,6087218.75,15.71,120,Branch Walk-in,1,241,907843.68,16442057.76,22,36,36,0.6111111111111112,90,2,36,0.0,0,1,0,CRIF Highmark,536.0,Equifax v5,12,2,4,0,18032832.24,10758436.76,92.83,5,7,0,0,0,103,0,0,0,2024-10-16,2024-12-31,0,0,0,1,1,0.3333333333333333,0.5833333333333334,1.0,854979.4,568211.03,2400630.74,129921.94,1934526.77,1,0,1,3,2,140592.36,12.57,109,0,0,0,False,2024-01-01,2024-12-31,Federal Bank,Savings,2024-12-31,0.33540968355494877,0.16443947070537604,2.8078229019319063,1,0,3000119,10626574.25,Contract,Choudhary-Solanki,CAT-A Listed,7,13,Business Expansion,10531296.99,120,0.3844,340404.6,1,373643.07,0.7135,13819847.24,2021-04-01,Credit Declined,Manual,2024-12-31,17.35,1,12470701.26,9711958.24,Verified - Positive,4.0,0,0,0,0.8521232309593471,0.9139312455281626,11000217.32,0.9573717212706848
1000120,2000120,LAP,19913851.59,19.74,120,DST,1,127,1907099.3,43863283.9,18,36,36,0.5,94,92,36,0.0,0,1,1,CRIF Highmark,481.0,Experian v4,6,5,1,2,8617769.76,10861229.42,58.77,3,1,0,180,0,158,2,0,0,2024-10-22,2024-12-31,0,1,1,1,1,0.16666666666666666,0.16666666666666666,1.0,981901.45,758437.26,3130217.8800999997,44703.11,6536020.05,0,2,1,1,3,142214.01,15.82,64,0,1,0,False,2024-01-01,2024-12-31,HDFC Bank,Savings,2024-12-31,0.22758311437466555,0.14483531926752935,3.239722326512503,1,0,3000120,13804282.59,Contract,"Ram, Krishna and Mannan",CAT-A Listed,26,4,Education,14147702.74,84,0.6371,732892.37,0,322670.82,0.7727,19015465.41,2023-04-29,Disbursed,Manual,2024-12-31,23.97,1,17113388.57,10454806.46,Verified with Discrepancy,4.0,1,0,0,0.806636425833227,0.7573596376224286,13804282.59,1.0248777977240757
1000121,2000121,VL,14546808.76,14.18,84,Aggregator,1,122,1370279.35,16169296.33,15,36,36,0.4166666666666667,91,0,32,0.0,4,1,0,CIBIL TransUnion,815.0,Experian v4,11,3,0,2,13292939.44,21664877.21,38.06,5,4,0,60,0,149,0,0,0,2024-09-09,2024-12-31,0,0,0,1,1,0.0,0.36363636363636365,5.0,608621.17,320695.28,568865.19,90225.9,4299488.96,1,1,0,0,2,203270.3,36.93,119,0,0,0,False,2024-01-01,2024-12-31,Punjab National,Current,2024-12-31,0.47307899263510667,0.3339849318747818,0.9346786113273055,1,0,3000121,5730160.86,Contract,"Sandhu, Upadhyay and Chand",CAT-D Unrated,4,0,Education,17985157.41,24,0.2772,132366.72,1,484890.24,0.5295,33221242.2,2024-10-18,Rejected,Rule Engine v3,2024-12-31,-6.3,0,5369356.66,4798736.95,Verified with Discrepancy,4.0,0,0,0,1.0671969144251259,0.8374523974532889,6215051.100000001,2.8938068441625524
1000124,2000124,LAP,7407566.49,10.75,36,Aggregator,1,90,966552.72,19572692.580000002,19,36,36,0.5277777777777778,62,62,36,0.0,0,1,1,Equifax,531.0,CIBIL V3.0,13,6,3,2,10524233.94,2521942.25,72.03,5,8,0,1,4,55,0,1,0,2024-10-10,2024-12-31,0,0,0,1,0,0.23076923076923078,0.6153846153846154,1.0,1628266.26,1277494.67,595251.29,307410.95,9800993.5,0,1,1,5,1,414532.35,5.85,144,0,0,0,False,2024-01-01,2024-12-31,IndusInd Bank,Savings,2024-12-31,0.21542643154688967,0.2545851131251715,0.36557368080574243,1,0,3000124,14663027.23,Salaried,"Chaudhari, Sundaram and Saran",CAT-B MNC,3,7,Consumer Durables,760783.3,60,0.5436,664235.13,1,0.0,0.8151,927481.45,2024-10-29,Disbursed,ML Scorecard v2,2024-12-31,-19.18,1,11850786.35,11759954.17,Verification Failed,4.0,0,0,0,1.237304158301698,0.8020140715513081,14663027.23,0.051884463423996524
1000125,2000125,CL,32185292.35,23.78,84,Aggregator,0,60,2369181.09,22902083.87,11,36,36,0.3055555555555556,60,30,25,0.0,11,1,1,Experian,697.0,Experian v4,2,3,7,0,8848943.79,14145361.07,22.89,3,0,3,0,0,135,0,0,0,2024-12-20,2024-12-31,0,0,0,1,1,3.5,0.0,3.0,840743.77,789019.8,2043620.06,115575.59,8621361.02,1,1,1,5,0,395140.61,29.94,114,0,0,0,True,2024-01-01,2024-12-31,Punjab National,Current,2024-12-31,0.06152168097540583,0.46998934050977265,2.4307287581803907,1,0,3000125,12096220.75,Business - Proprietorship,Kara and Sons,Government PSU,28,8,Education,2851929.09,180,0.3804,383450.2,0,0.0,0.6216,3700700.86,2021-03-29,Disbursed,ML Scorecard v2,2024-12-31,8.03,0,13067826.64,12203576.78,Verified with Discrepancy,3.0,0,0,0,0.9256490067731722,1.0088751711975825,12096220.75,0.23577025824367498
1000126,2000126,CL,2902988.8,15.87,60,DST,1,91,281578.76,4575654.850000001,12,36,36,0.3333333333333333,31,31,36,0.0,0,1,1,Experian,374.0,CIBIL V2.0,8,7,6,2,16677885.05,19332018.0,49.98,5,7,5,120,0,14,0,0,0,2024-01-19,2024-12-31,0,1,0,1,0,0.75,0.875,1.0,1462930.56,747106.79,3130217.8800999997,115262.91,8410637.47,0,3,1,3,1,150047.13,20.32,45,0,0,0,False,2024-01-01,2024-12-31,SBI,Savings,2024-12-31,0.4893080981232629,0.10256613273565082,2.264130547659077,1,0,3000126,14119115.39,Self Employed Professional,Loke Group,CAT-C SME,18,9,Working Capital,11659128.42,36,0.2965,348859.81,0,0.0,0.7348,15429843.82,2020-08-10,Disbursed,ML Scorecard v2,2024-12-31,18.95,1,16794681.82,11285826.45,Verified - Positive,4.0,0,0,0,0.8406896624374394,0.7993295711708182,14119115.39,0.8257690441610591
1000127,2000127,CL,29744582.95,13.84,240,Branch Walk-in,0,65,1099285.98,13191431.76,18,36,36,0.5,30,30,31,0.0,5,1,1,Experian,441.0,Equifax v5,1,6,2,0,19073072.69,3692383.45,60.33,6,8,1,120,1,161,0,0,0,2024-05-05,2024-12-31,0,1,0,1,1,2.0,8.0,1.0,284072.92,320419.2,473567.85,89008.74,1083439.93,0,1,1,3,3,95386.61,38.58,154,0,0,0,True,2024-01-01,2024-12-31,Federal Bank,Savings,2024-12-31,-0.12794700740922446,0.33578212946168895,1.6670643931846796,1,0,3000127,3562104.15,Self Employed Professional,Mukhopadhyay and Sons,CAT-B MNC,7,11,Consumer Durables,17593915.94,24,0.5147,152784.58,0,49271.62,0.6693,28971656.67,2023-12-04,Disbursed,ML Scorecard v2,2024-12-31,4.83,0,3734253.53,3591409.16,Verified - Positive,4.0,0,0,0,0.9538999217334877,1.0082268818557707,3562104.15,4.9391918930837555
1000128,2000128,HL,22581103.14,20.88,84,DSA,0,89,1540421.46,32862324.48,16,36,36,0.4444444444444444,32,32,36,0.0,0,1,1,CRIF Highmark,526.0,CIBIL V3.0,12,4,5,3,6173704.91,1120719.61,62.53,0,11,0,5,1,170,0,0,0,2024-03-26,2024-12-31,0,0,0,0,1,0.4166666666666667,0.9166666666666666,1.0,1077103.84,1230233.55,1008768.56,184514.17,3316302.23,1,2,1,2,2,200016.4,32.45,67,0,0,0,False,2024-01-01,2024-12-31,IDFC First,Current,2024-12-31,-0.14216801046777436,0.18569834455329765,0.9365564605173072,1,0,3000128,14117684.73,Business - Proprietorship,"Venkatesh, Sama and Kadakia",CAT-C SME,23,2,Education,859071.98,36,0.2915,342942.09,0,0.0,0.5415,1641116.02,2024-10-11,Disbursed,Hybrid Model v1,2024-12-31,20.94,1,17073265.17,11987672.76,Verified - Positive,3.0,0,0,0,0.826888388918521,0.8491245547172662,14117684.73,0.06085076954399448
1000130,2000130,LAP,16551568.68,16.71,120,Digital - Web,0,117,1138512.12,12239005.290000001,5,36,36,0.1388888888888889,1,1,36,0.0,0,0,0,CRIF Highmark,371.0,Equifax v5,5,4,1,5,8437425.03,26548464.13,15.21,4,11,0,2,0,173,0,0,0,2024-05-17,2024-12-31,0,0,0,1,1,0.2,2.2,1.0,531118.86,400647.91,1018307.99,66866.04,1300142.26,0,2,1,2,3,76918.37,1.24,55,0,0,0,False,2024-01-01,2024-12-31,Punjab National,Current,2024-12-31,0.24565301635117986,0.14482326987974029,1.9172883260067248,1,0,3000130,4675814.87,Salaried,Kala-Sehgal,CAT-B MNC,18,13,Education,8387980.22,120,0.3114,121337.4,0,179955.67,0.6986,10454404.57,2024-05-06,Rejected,Rule Engine v3,2024-12-31,-17.1,1,3876125.67,4367960.07,Unverified,4.0,0,0,0,1.2063114739001741,0.934160182009088,4675814.87,1.7939076830901133
1000131,2000131,GL,15580563.7,18.32,120,Telesales,1,62,851869.26,12778038.899999999,17,36,36,0.4722222222222222,31,31,34,0.0,2,1,1,CRIF Highmark,655.0,CIBIL V3.0,7,1,7,5,6439312.6,16617456.76,17.07,6,8,10,0,1,177,0,0,0,2024-02-14,2024-12-31,0,0,0,1,1,1.0,1.1428571428571428,3.0,43825.09,33976.29,92414.62,1245.98,134453.29,0,1,1,4,1,18947.16,39.29,43,0,0,0,True,2024-01-01,2024-12-31,Kotak Mahindra,Savings,2024-12-31,0.22472971532973454,0.43233590621262846,2.108714893683048,1,0,3000131,611430.58,Business - Pvt Ltd,"Tella, Shere and Kashyap",CAT-D Unrated,26,5,Business Expansion,19446069.76,24,0.3235,16483.15,0,0.0,0.5851,35053183.86,2024-05-22,Withdrawn,Manual,2024-12-31,13.8,0,695800.32,630626.87,Verified - Positive,4.0,0,0,0,0.8787443213593233,1.0313956982655332,611430.58,31.8042152226014
1000134,2000134,ML,38566648.55,21.28,240,Digital - Web,0,91,2776525.04,33318300.48,12,36,36,0.3333333333333333,1,0,36,0.0,0,1,0,CIBIL TransUnion,709.0,Equifax v5,6,5,4,2,188816.29,29763478.25,73.11,5,8,1,3,0,215,0,0,0,2024-10-23,2024-12-31,0,0,0,1,1,0.6666666666666666,1.3333333333333333,4.0,822562.06,581599.28,1001864.18,60251.73,2694451.98,0,1,1,1,0,185015.65,19.76,9,0,0,0,False,2024-01-01,2024-12-31,Federal Bank,Current,2024-12-31,0.2929417629595024,0.22492606819235011,1.2179800512559502,0,0,3000134,11900601.95,Business - Partnership,Naidu and Sons,CAT-D Unrated,25,6,Marriage,11613108.38,120,0.5631,558435.75,0,432372.84,0.8146,19709132.75,2024-08-14,Sanctioned - Not Disbursed,ML Scorecard v2,2024-12-31,-25.23,1,8898245.03,11783418.42,Verified with Discrepancy,3.0,0,0,0,1.337410007240495,0.9901531426315793,11900601.95,0.9758420984746912
1000135,2000135,PL,41584118.33,20.22,36,Branch Walk-in,1,90,6200320.8,83704330.8,12,36,36,0.3333333333333333,60,60,33,0.0,3,1,1,CRIF Highmark,791.0,CIBIL V3.0,1,8,3,4,13932786.99,14387630.81,47.81,5,1,120,120,0,149,2,0,0,2024-10-27,2024-12-31,1,1,1,1,1,3.0,1.0,5.0,236904.74,240857.59,635679.41,24843.14,1099099.36,0,1,1,1,0,54591.45,16.98,35,0,0,0,False,2024-01-01,2024-12-31,ICICI Bank,Savings,2024-12-31,-0.016685398527695166,0.2304362926634562,2.683270119458142,0,0,3000135,2669499.8,Contract,"Nayak, Swaminathan and Vaidya",CAT-C SME,14,7,Travel,3433216.19,24,0.2969,66047.87,0,0.0,0.6128,6632643.16,2022-09-26,Disbursed,Hybrid Model v1,2024-12-31,15.51,1,3083483.91,2250327.54,Verified - Positive,4.0,0,0,0,0.8657414398507433,0.8429772274191593,2669499.8,1.2860896974032365
1000136,2000136,BL,26747156.37,12.61,180,Aggregator,0,62,994745.01,6963215.069999999,9,36,36,0.25,30,30,26,0.0,10,1,1,Experian,852.0,Equifax v5,4,8,6,2,11843777.33,11076242.39,25.81,7,0,0,90,0,54,0,0,0,2024-11-27,2024-12-31,0,1,0,1,0,1.5,0.0,5.0,1628403.6045,1293004.12,665529.78,242066.9,8428485.42,0,1,1,0,0,443175.69,20.07,168,0,0,0,False,2024-01-01,2024-12-31,Kotak Mahindra,Salary,2024-12-31,0.2125435073654748,0.26989981630397714,0.40531637772556145,0,0,3000136,14965870.64,Salaried,Edwin-Chhabra,CAT-D Unrated,27,10,Home Construction,17207070.12,180,0.4776,595641.65,0,0.0,0.8345,23853301.92,2023-06-13,Withdrawn,ML Scorecard v2,2024-12-31,-9.16,0,13594606.92,15434128.37,Verified - Positive,4.0,0,0,0,1.1008682139961425,1.0312883721411077,14965870.64,1.1497540326193814
1000137,2000137,ML,26420243.44,23.44,48,Aggregator,1,91,3412758.0,39246717.0,7,36,36,0.19444444444444445,91,1,24,0.0,12,0,0,CIBIL TransUnion,751.0,Equifax v5,1,8,5,3,19452861.1454,9192630.78,21.26,8,2,0,1,0,118,0,0,0,2024-07-11,2024-12-31,0,0,0,1,1,5.0,2.0,5.0,1031693.85,763811.83,552960.84,214314.28,8818220.28,2,1,1,5,3,490659.15,39.51,100,0,0,0,True,2024-01-01,2024-12-31,Yes Bank,Salary,2024-12-31,0.25965262853897986,0.47558599869525253,0.5359737677994301,1,0,3000137,12904055.41,Business - Proprietorship,"Sura, Pillay and Yogi",CAT-B MNC,12,14,Top-Up Loan,1777402.97,12,0.5977,642729.49,0,0.0,0.584,3254913.2,2021-08-10,Sanctioned - Not Disbursed,Manual,2024-12-31,-21.87,1,10081508.61,10843836.36,Verified with Discrepancy,3.0,0,0,0,1.2799726617502736,0.8403432886375058,12904055.41,0.13773987428964396
1000138,2000138,ML,42573185.8,12.2,36,Digital - Web,1,153,8508655.14,100685752.49000001,16,36,36,0.4444444444444444,90,1,36,0.0,0,1,0,CRIF Highmark,702.0,CIBIL V2.0,1,5,1,5,4620741.03,9238599.41,58.24,2,9,5,0,4,134,0,0,0,2024-09-15,2024-12-31,0,0,0,0,1,1.0,9.0,4.0,185464.39,184087.79,434606.66,53201.79,857064.31,0,1,1,0,1,74196.52,0.44,30,0,0,0,False,2024-01-01,2024-12-31,HDFC Bank,Current,2024-12-31,0.007422449128913673,0.400058038095615,2.3433428918618824,0,0,3000138,2149043.05,Salaried,"Kuruvilla, Bhakta and Garg",CAT-C SME,12,11,Vehicle Purchase,12696567.05,180,0.4144,74213.62,0,0.0,0.7454,25279249.81,2023-10-30,Disbursed,ML Scorecard v2,2024-12-31,18.55,1,2547787.57,1840094.35,Verified with Discrepancy,4.0,0,0,0,0.8434938121626836,0.8562389431891558,2149043.05,5.908009637126628
1000139,2000139,EL,44243025.71,22.85,120,Branch Walk-in,0,90,3760919.68,47951725.92,12,36,36,0.3333333333333333,60,30,36,0.0,0,1,1,CRIF Highmark,664.0,CIBIL V3.0,11,6,2,4,6622065.72,21235106.53,28.75,8,1,0,3,1,130,0,0,0,2024-09-29,2024-12-31,0,0,0,1,1,0.18181818181818182,0.09090909090909091,3.0,1356146.06,1040284.19,242697.9,351688.03,10376563.35,2,0,1,1,2,262646.13,36.38,116,0,0,0,True,2024-01-01,2024-12-31,Kotak Mahindra,Savings,2024-12-31,0.2329113945145408,0.1936709752340393,0.17896147558029257,1,0,3000139,14172401.68,Self Employed Professional,Rana Group,CAT-C SME,26,4,Top-Up Loan,16385809.18,240,0.2564,302816.98,1,240009.75,0.773,23462798.1,2021-06-28,Sanctioned - Not Disbursed,Rule Engine v3,2024-12-31,-2.28,0,13849178.19,13891143.8,Verified - Positive,4.0,0,0,0,1.0233388209441474,0.9801545365174833,14412411.43,1.1369234953903893
1000141,2000141,EL,30805878.03,22.45,12,Referral,0,63,8669798.82,219634903.44,16,36,36,0.4444444444444444,62,60,36,0.0,0,1,1,Experian,592.0,Equifax v5,6,1,7,5,3455571.46,11810354.03,12.89,4,12,10,1,1,135,2,0,0,2024-01-20,2024-12-31,0,0,1,1,1,1.1666666666666667,2.0,1.0,1064136.63,1038722.21,2255131.11,291136.76,6408325.86,3,1,1,3,2,403540.61,10.64,147,0,0,0,False,2024-01-01,2024-12-31,SBI,Current,2024-12-31,0.023882666270025804,0.3792187944888243,2.1192119944221823,1,0,3000141,11747692.55,Business - Partnership,Banik LLC,CAT-C SME,9,2,Education,18146098.92,240,0.3258,318949.85,1,341327.45,0.5602,26022995.57,2022-10-31,Credit Declined,ML Scorecard v2,2024-12-31,24.34,1,14607343.15,10605512.41,Verified with Discrepancy,3.0,0,0,0,0.8042319831447241,0.902774086473688,12089020.0,1.501039697179755
1000142,2000142,TL,11958247.31,9.51,48,Aggregator,1,120,1502428.95,22836920.04,18,36,36,0.5,1,0,36,0.0,0,1,0,Experian,752.0,Experian v4,12,5,5,5,10887326.48,24194677.63,7.07,6,10,0,90,1,220,1,1,0,2024-02-29,2024-12-31,0,1,1,1,1,0.4166666666666667,0.8333333333333334,5.0,271603.96,242751.48,410453.56,20784.51,2122422.63,2,1,1,4,1,54240.46,12.2,17,1,0,0,False,2024-01-01,2024-12-31,IDFC First,Savings,2024-12-31,0.10622996807557596,0.19970423111651242,1.5112208231426374,1,0,3000142,2922255.86,Self Employed Professional,Raman PLC,CAT-D Unrated,1,4,Working Capital,14036699.79,48,0.2541,61878.77,1,280597.02,0.5064,19119682.54,2023-04-22,Pending Docs,Rule Engine v3,2024-12-31,28.7,1,3761053.8,2760179.74,Unverified,4.0,0,0,1,0.7769779469785835,0.9445373274056845,3202852.88,4.382561521214799
